name,phone,email,website,type,address,city,postcode
Haarsalon 15,+49 371 11608631,info@haarsalon-15.de,https://www.haarsalon-15.de,Hairdresser,"Hauptstraße 87, 09112 Chemnitz",Chemnitz,09112
Haarsalon 81,+49 371 43494517,salon@haarsalon-81.de,,Barber,"Hamburger Straße 131, 09113 Chemnitz",Chemnitz,09113
Haarstudio City 60,+49 371 32043346,salon@haarstudio-city-60.de,,Hairdresser,"Bahnhofstraße 133, 09114 Chemnitz",Chemnitz,09114
Haarwerk Mitte 68,+49 371 18809192,salon@haarwerk-mitte-68.de,,Hairdresser,"Schillerstraße 73, 09112 Chemnitz",Chemnitz,09112
Hair Lounge Mitte 22,+49 371 36321064,hair-lounge-mitte-22@web.de,https://www.hair-lounge-mitte-22.de,Hairdresser,"Marktplatz 38, 09114 Chemnitz",Chemnitz,09114
Herrenfriseur Chemnitz,+49 371 60009272,herrenfriseur-chemnitz@gmail.com,https://www.herrenfriseur-chemnitz.de,Hairdresser,"Goethestraße 47, 09120 Chemnitz",Chemnitz,09120
Salon,+49 371 17333849,salon@gmx.de,https://www.salon.de,Hairdresser,"Goethestraße 69, 09116 Chemnitz",Chemnitz,09116
Barber Shop Dortmund,+49 231 24913764,barber-shop-dortmund@gmx.de,,Barber,"Kaiserstraße 144, 44141 Dortmund",Dortmund,44141
Barber Shop Zentrum 40,+49 231 45835017,salon@barber-shop-zentrum-40.de,https://www.barber-shop-zentrum-40.de,Hairdresser,"Friedrichstraße 109, 44145 Dortmund",Dortmund,44145
Beauty Salon Zentrum 1,+49 231 36662056,beauty-salon-zentrum-1@gmail.com,https://www.beauty-salon-zentrum-1.de,Barber,"Kaiserstraße 147, 44145 Dortmund",Dortmund,44145
Friseur City 55,+49 231 58905688,kontakt@friseur-city-55.de,https://www.friseur-city-55.de,Barber,"Friedrichstraße 98, 44141 Dortmund",Dortmund,44141
Friseursalon Dortmund,+49 231 70653984,info@friseursalon-dortmund.de,https://www.friseursalon-dortmund.de,Hairdresser,"Kaiserstraße 115, 44139 Dortmund",Dortmund,44139
Haarsalon Mitte 69,+49 231 21460287,termin@haarsalon-mitte-69.de,https://www.haarsalon-mitte-69.de,Barber,"Lindenstraße 121, 44139 Dortmund",Dortmund,44139
Haarstudio,+49 231 43341053,kontakt@haarstudio.de,https://www.haarstudio.de,Barber,"Kirchstraße 32, 44143 Dortmund",Dortmund,44143
Haarstudio 58,+49 231 42651514,haarstudio-58@gmail.com,https://www.haarstudio-58.de,Hairdresser,"Hamburger Straße 84, 44145 Dortmund",Dortmund,44145
Haarwerk Dortmund,+49 231 18865496,haarwerk-dortmund@web.de,https://www.haarwerk-dortmund.de,Barber,"Marktplatz 33, 44135 Dortmund",Dortmund,44135
Haarwerk Dortmund 1,+49 231 59523877,salon@haarwerk-dortmund-1.de,https://www.haarwerk-dortmund-1.de,Hairdresser,"Münchner Straße 75, 44137 Dortmund",Dortmund,44137
Haarwerk Zentrum 58,+49 231 42747938,info@haarwerk-zentrum-58.de,https://www.haarwerk-zentrum-58.de,Hairdresser,"Lindenstraße 33, 44149 Dortmund",Dortmund,44149
Hair & Beauty Dortmund,+49 231 35918608,info@hair--beauty-dortmund.de,https://www.hair--beauty-dortmund.de,Hairdresser,"Goethestraße 33, 44141 Dortmund",Dortmund,44141
Hair Design Dortmund,+49 231 42905257,salon@hair-design-dortmund.de,https://www.hair-design-dortmund.de,Hairdresser,"Kirchstraße 33, 44145 Dortmund",Dortmund,44145
Hair Design Dortmund 18,+49 231 95843989,info@hair-design-dortmund-18.de,https://www.hair-design-dortmund-18.de,Barber,"Hamburger Straße 82, 44135 Dortmund",Dortmund,44135
Hair Lounge Mitte,+49 231 58074820,hair-lounge-mitte@outlook.de,,Barber,"Berliner Straße 129, 44141 Dortmund",Dortmund,44141
Hair Lounge Zentrum,+49 231 63562269,hair-lounge-zentrum@t-online.de,https://www.hair-lounge-zentrum.de,Barber,"Hamburger Straße 64, 44149 Dortmund",Dortmund,44149
Hair Lounge Zentrum 72,+49 231 43365900,hair-lounge-zentrum-72@t-online.de,https://www.hair-lounge-zentrum-72.de,Hairdresser,"Königstraße 72, 44147 Dortmund",Dortmund,44147
Herrenfriseur Zentrum,+49 231 17574217,herrenfriseur-zentrum@t-online.de,https://www.herrenfriseur-zentrum.de,Hairdresser,"Königstraße 51, 44149 Dortmund",Dortmund,44149
Salon Zentrum,+49 231 22085944,salon@salon-zentrum.de,,Hairdresser,"Marktplatz 54, 44143 Dortmund",Dortmund,44143
Schnitt & Style Dortmund,+49 231 68777676,termin@schnitt--style-dortmund.de,https://www.schnitt--style-dortmund.de,Hairdresser,"Bahnhofstraße 3, 44139 Dortmund",Dortmund,44139
Style Studio Dortmund,+49 231 24486764,info@style-studio-dortmund.de,https://www.style-studio-dortmund.de,Hairdresser,"Kirchstraße 144, 44141 Dortmund",Dortmund,44141
Style Studio Mitte 95,+49 231 51580904,info@style-studio-mitte-95.de,https://www.style-studio-mitte-95.de,Barber,"Bahnhofstraße 8, 44137 Dortmund",Dortmund,44137
Barber 66,+49 351 36023256,kontakt@barber-66.de,https://www.barber-66.de,Hairdresser,"Hauptstraße 46, 01129 Dresden",Dresden,01129
Barber City 23,+49 351 15306672,salon@barber-city-23.de,https://www.barber-city-23.de,Hairdresser,"Kirchstraße 4, 01097 Dresden",Dresden,01097
Coiffeur 68,+49 351 51709355,salon@coiffeur-68.de,https://www.coiffeur-68.de,Hairdresser,"Goethestraße 116, 01099 Dresden",Dresden,01099
Friseursalon Zentrum 43,+49 351 15564649,kontakt@friseursalon-zentrum-43.de,https://www.friseursalon-zentrum-43.de,Hairdresser,"Hauptstraße 50, 01129 Dresden",Dresden,01129
Frisör Zentrum 54,+49 351 92236023,info@frisr-zentrum-54.de,https://www.frisr-zentrum-54.de,Barber,"Friedrichstraße 82, 01139 Dresden",Dresden,01139
Gentlemen's Cut Dresden,+49 351 77313172,kontakt@gentlemens-cut-dresden.de,,Hairdresser,"Friedrichstraße 37, 01067 Dresden",Dresden,01067
Haarsalon 39,+49 351 11853824,haarsalon-39@web.de,https://www.haarsalon-39.de,Hairdresser,"Hauptstraße 39, 01067 Dresden",Dresden,01067
Haarsalon 4,+49 351 31031849,info@haarsalon-4.de,https://www.haarsalon-4.de,Hairdresser,"Kirchstraße 148, 01139 Dresden",Dresden,01139
Haarsalon Zentrum 60,+49 351 97881318,haarsalon-zentrum-60@gmx.de,https://www.haarsalon-zentrum-60.de,Barber,"Königstraße 1, 01139 Dresden",Dresden,01139
Haarstudio Mitte 46,+49 351 39422535,haarstudio-mitte-46@gmail.com,https://www.haarstudio-mitte-46.de,Barber,"Kaiserstraße 149, 01129 Dresden",Dresden,01129
Haarstudio Mitte 47,+49 351 10150737,termin@haarstudio-mitte-47.de,https://www.haarstudio-mitte-47.de,Hairdresser,"Marktplatz 114, 01067 Dresden",Dresden,01067
Haarwerk Dresden,+49 351 56470602,service@haarwerk-dresden.de,https://www.haarwerk-dresden.de,Hairdresser,"Friedrichstraße 79, 01139 Dresden",Dresden,01139
Hair & Beauty Zentrum 97,+49 351 23732600,hair--beauty-zentrum-97@gmail.com,https://www.hair--beauty-zentrum-97.de,Hairdresser,"Münchner Straße 110, 01069 Dresden",Dresden,01069
Hair Design City 3,+49 351 41601552,salon@hair-design-city-3.de,https://www.hair-design-city-3.de,Hairdresser,"Münchner Straße 123, 01069 Dresden",Dresden,01069
Hair Design Dresden,+49 351 89396488,info@hair-design-dresden.de,https://www.hair-design-dresden.de,Hairdresser,"Kirchstraße 28, 01127 Dresden",Dresden,01127
Hair Lounge City 59,+49 351 14173722,service@hair-lounge-city-59.de,https://www.hair-lounge-city-59.de,Hairdresser,"Münchner Straße 89, 01109 Dresden",Dresden,01109
Herrenfriseur Zentrum 35,+49 351 56668207,termin@herrenfriseur-zentrum-35.de,https://www.herrenfriseur-zentrum-35.de,Hairdresser,"Münchner Straße 27, 01069 Dresden",Dresden,01069
Style Studio City 89,+49 351 36695571,kontakt@style-studio-city-89.de,https://www.style-studio-city-89.de,Hairdresser,"Kirchstraße 73, 01109 Dresden",Dresden,01109
Barber Duisburg,+49 203 69254597,kontakt@barber-duisburg.de,https://www.barber-duisburg.de,Barber,"Hamburger Straße 121, 47053 Duisburg",Duisburg,47053
Barber Duisburg 14,+49 203 60519195,barber-duisburg-14@gmail.com,https://www.barber-duisburg-14.de,Hairdresser,"Berliner Straße 35, 47057 Duisburg",Duisburg,47057
Barber Duisburg 64,+49 203 56470920,termin@barber-duisburg-64.de,https://www.barber-duisburg-64.de,Hairdresser,"Friedrichstraße 143, 47055 Duisburg",Duisburg,47055
Barber Mitte,+49 203 43870052,salon@barber-mitte.de,https://www.barber-mitte.de,Hairdresser,"Kölner Straße 53, 47059 Duisburg",Duisburg,47059
Barber Mitte 38,+49 203 30256836,barber-mitte-38@gmx.de,https://www.barber-mitte-38.de,Hairdresser,"Marktplatz 7, 47058 Duisburg",Duisburg,47058
Barber Shop Zentrum 84,+49 203 79472025,barber-shop-zentrum-84@web.de,,Barber,"Schillerstraße 118, 47137 Duisburg",Duisburg,47137
Barber Zentrum,+49 203 80161173,barber-zentrum@gmail.com,https://www.barber-zentrum.de,Hairdresser,"Friedrichstraße 67, 47059 Duisburg",Duisburg,47059
Beauty Salon Mitte 24,+49 203 55861762,salon@beauty-salon-mitte-24.de,https://www.beauty-salon-mitte-24.de,Hairdresser,"Königstraße 17, 47057 Duisburg",Duisburg,47057
Damenfriseur City 49,+49 203 94793416,service@damenfriseur-city-49.de,https://www.damenfriseur-city-49.de,Hairdresser,"Hamburger Straße 100, 47057 Duisburg",Duisburg,47057
Damenfriseur Zentrum 16,+49 203 68214707,damenfriseur-zentrum-16@web.de,https://www.damenfriseur-zentrum-16.de,Hairdresser,"Kaiserstraße 86, 47055 Duisburg",Duisburg,47055
Friseur 23,+49 203 37648061,friseur-23@gmail.com,https://www.friseur-23.de,Barber,"Friedrichstraße 120, 47051 Duisburg",Duisburg,47051
Friseur 53,+49 203 46812961,friseur-53@outlook.de,,Barber,"Königstraße 22, 47053 Duisburg",Duisburg,47053
Friseursalon 81,+49 203 50538522,salon@friseursalon-81.de,https://www.friseursalon-81.de,Barber,"Münchner Straße 50, 47055 Duisburg",Duisburg,47055
Frisör 66,+49 203 25796572,service@frisr-66.de,https://www.frisr-66.de,Barber,"Kölner Straße 12, 47137 Duisburg",Duisburg,47137
Haar Atelier Duisburg,+49 203 61431604,haar-atelier-duisburg@t-online.de,https://www.haar-atelier-duisburg.de,Hairdresser,"Goethestraße 137, 47057 Duisburg",Duisburg,47057
Haar Atelier Zentrum,+49 203 59675156,salon@haar-atelier-zentrum.de,https://www.haar-atelier-zentrum.de,Hairdresser,"Kaiserstraße 15, 47057 Duisburg",Duisburg,47057
Haarsalon Duisburg,+49 203 18653646,info@haarsalon-duisburg.de,https://www.haarsalon-duisburg.de,Hairdresser,"Berliner Straße 4, 47055 Duisburg",Duisburg,47055
Haarstudio Duisburg,+49 203 66651915,salon@haarstudio-duisburg.de,https://www.haarstudio-duisburg.de,Hairdresser,"Kölner Straße 45, 47058 Duisburg",Duisburg,47058
Haarstudio Duisburg 55,+49 203 94078268,salon@haarstudio-duisburg-55.de,https://www.haarstudio-duisburg-55.de,Barber,"Kirchstraße 137, 47137 Duisburg",Duisburg,47137
Haarwerk Zentrum 51,+49 203 80377668,haarwerk-zentrum-51@t-online.de,https://www.haarwerk-zentrum-51.de,Barber,"Berliner Straße 99, 47119 Duisburg",Duisburg,47119
Haarwerk Zentrum 65,+49 203 35023882,haarwerk-zentrum-65@t-online.de,https://www.haarwerk-zentrum-65.de,Barber,"Friedrichstraße 129, 47137 Duisburg",Duisburg,47137
Hair & Beauty 5,+49 203 24581154,info@hair--beauty-5.de,https://www.hair--beauty-5.de,Hairdresser,"Lindenstraße 48, 47058 Duisburg",Duisburg,47058
Hair Design Zentrum 7,+49 203 75054369,hair-design-zentrum-7@gmx.de,https://www.hair-design-zentrum-7.de,Hairdresser,"Goethestraße 50, 47058 Duisburg",Duisburg,47058
Hair Lounge City 41,+49 203 29146674,hair-lounge-city-41@gmx.de,https://www.hair-lounge-city-41.de,Barber,"Bahnhofstraße 145, 47051 Duisburg",Duisburg,47051
Hair Lounge Duisburg,+49 203 13045174,hair-lounge-duisburg@gmx.de,https://www.hair-lounge-duisburg.de,Hairdresser,"Kirchstraße 52, 47057 Duisburg",Duisburg,47057
Barber,+49 211 46523784,termin@barber.de,https://www.barber.de,Barber,"Kaiserstraße 42, 40210 Düsseldorf",Düsseldorf,40210
Barber Düsseldorf,+49 211 53372276,barber-dsseldorf@gmx.de,,Barber,"Schillerstraße 78, 40215 Düsseldorf",Düsseldorf,40215
Barber Shop 96,+49 211 89361432,barber-shop-96@outlook.de,https://www.barber-shop-96.de,Hairdresser,"Goethestraße 93, 40213 Düsseldorf",Düsseldorf,40213
Beauty Salon Düsseldorf,+49 211 53566232,kontakt@beauty-salon-dsseldorf.de,https://www.beauty-salon-dsseldorf.de,Hairdresser,"Berliner Straße 66, 40219 Düsseldorf",Düsseldorf,40219
Beauty Salon Zentrum,+49 211 28830479,beauty-salon-zentrum@web.de,https://www.beauty-salon-zentrum.de,Hairdresser,"Schillerstraße 5, 40215 Düsseldorf",Düsseldorf,40215
Coiffeur 79,+49 211 77442442,coiffeur-79@web.de,https://www.coiffeur-79.de,Hairdresser,"Schillerstraße 144, 40211 Düsseldorf",Düsseldorf,40211
Damenfriseur City 85,+49 211 15013582,damenfriseur-city-85@gmail.com,https://www.damenfriseur-city-85.de,Hairdresser,"Berliner Straße 106, 40215 Düsseldorf",Düsseldorf,40215
Damenfriseur City 99,+49 211 24252403,service@damenfriseur-city-99.de,,Hairdresser,"Berliner Straße 81, 40212 Düsseldorf",Düsseldorf,40212
Friseursalon City 22,+49 211 89715075,friseursalon-city-22@t-online.de,https://www.friseursalon-city-22.de,Hairdresser,"Friedrichstraße 39, 40213 Düsseldorf",Düsseldorf,40213
Frisör Zentrum,+49 211 79711498,frisr-zentrum@web.de,https://www.frisr-zentrum.de,Hairdresser,"Kaiserstraße 73, 40212 Düsseldorf",Düsseldorf,40212
Haarstudio Mitte,+49 211 26764371,haarstudio-mitte@outlook.de,,Barber,"Königstraße 140, 40212 Düsseldorf",Düsseldorf,40212
Haarwerk Düsseldorf,+49 211 53214229,haarwerk-dsseldorf@gmx.de,https://www.haarwerk-dsseldorf.de,Barber,"Königstraße 43, 40221 Düsseldorf",Düsseldorf,40221
Hair & Beauty City 24,+49 211 37807825,info@hair--beauty-city-24.de,https://www.hair--beauty-city-24.de,Hairdresser,"Friedrichstraße 79, 40217 Düsseldorf",Düsseldorf,40217
Hair & Beauty Zentrum 72,+49 211 89229274,termin@hair--beauty-zentrum-72.de,https://www.hair--beauty-zentrum-72.de,Hairdresser,"Münchner Straße 142, 40212 Düsseldorf",Düsseldorf,40212
Hair Design City 56,+49 211 87346508,info@hair-design-city-56.de,https://www.hair-design-city-56.de,Hairdresser,"Kölner Straße 89, 40221 Düsseldorf",Düsseldorf,40221
Hair Lounge,+49 211 56748471,termin@hair-lounge.de,https://www.hair-lounge.de,Hairdresser,"Kirchstraße 84, 40210 Düsseldorf",Düsseldorf,40210
Hair Lounge City,+49 211 63866944,salon@hair-lounge-city.de,,Hairdresser,"Kölner Straße 65, 40217 Düsseldorf",Düsseldorf,40217
Herrenfriseur 74,+49 211 93348801,info@herrenfriseur-74.de,https://www.herrenfriseur-74.de,Hairdresser,"Münchner Straße 42, 40212 Düsseldorf",Düsseldorf,40212
Schnitt & Style Düsseldorf,+49 211 56352543,service@schnitt--style-dsseldorf.de,https://www.schnitt--style-dsseldorf.de,Barber,"Königstraße 68, 40215 Düsseldorf",Düsseldorf,40215
Schnitt & Style Düsseldorf 79,+49 211 41703598,schnitt--style-dsseldorf-79@gmail.com,https://www.schnitt--style-dsseldorf-79.de,Hairdresser,"Marktplatz 77, 40210 Düsseldorf",Düsseldorf,40210
Style Studio Zentrum,+49 211 73187320,style-studio-zentrum@gmail.com,https://www.style-studio-zentrum.de,Hairdresser,"Lindenstraße 60, 40212 Düsseldorf",Düsseldorf,40212
Style Studio Zentrum 36,+49 211 54428682,service@style-studio-zentrum-36.de,https://www.style-studio-zentrum-36.de,Hairdresser,"Hamburger Straße 45, 40210 Düsseldorf",Düsseldorf,40210
Barber Shop City 23,+49 361 67018342,barber-shop-city-23@gmx.de,,Hairdresser,"Hamburger Straße 97, 99087 Erfurt",Erfurt,99087
Beauty Salon City 20,+49 361 26142544,termin@beauty-salon-city-20.de,https://www.beauty-salon-city-20.de,Hairdresser,"Goethestraße 71, 99090 Erfurt",Erfurt,99090
Beauty Salon Erfurt,+49 361 57816304,termin@beauty-salon-erfurt.de,https://www.beauty-salon-erfurt.de,Hairdresser,"Berliner Straße 109, 99087 Erfurt",Erfurt,99087
Coiffeur Mitte 97,+49 361 95345955,info@coiffeur-mitte-97.de,https://www.coiffeur-mitte-97.de,Hairdresser,"Hamburger Straße 127, 99085 Erfurt",Erfurt,99085
Friseur Erfurt,+49 361 27945879,kontakt@friseur-erfurt.de,,Hairdresser,"Kaiserstraße 116, 99084 Erfurt",Erfurt,99084
Friseur Erfurt 29,+49 361 26081211,info@friseur-erfurt-29.de,,Hairdresser,"Friedrichstraße 90, 99090 Erfurt",Erfurt,99090
Friseursalon Zentrum 70,+49 361 39171373,termin@friseursalon-zentrum-70.de,https://www.friseursalon-zentrum-70.de,Hairdresser,"Hamburger Straße 15, 99091 Erfurt",Erfurt,99091
Frisör Erfurt,+49 361 47983443,service@frisr-erfurt.de,,Hairdresser,"Kaiserstraße 58, 99092 Erfurt",Erfurt,99092
Gentlemen's Cut Erfurt,+49 361 72945460,termin@gentlemens-cut-erfurt.de,,Barber,"Königstraße 19, 99087 Erfurt",Erfurt,99087
Gentlemen's Cut Erfurt 34,+49 361 11980482,kontakt@gentlemens-cut-erfurt-34.de,https://www.gentlemens-cut-erfurt-34.de,Barber,"Kaiserstraße 124, 99087 Erfurt",Erfurt,99087
Haar Atelier Zentrum 83,+49 361 46502083,info@haar-atelier-zentrum-83.de,https://www.haar-atelier-zentrum-83.de,Hairdresser,"Schillerstraße 84, 99087 Erfurt",Erfurt,99087
Haarsalon Erfurt,+49 361 66770687,termin@haarsalon-erfurt.de,https://www.haarsalon-erfurt.de,Hairdresser,"Hamburger Straße 129, 99089 Erfurt",Erfurt,99089
Haarsalon Zentrum 3,+49 361 28438664,kontakt@haarsalon-zentrum-3.de,https://www.haarsalon-zentrum-3.de,Hairdresser,"Königstraße 23, 99087 Erfurt",Erfurt,99087
Haarstudio Erfurt,+49 361 94550088,salon@haarstudio-erfurt.de,,Hairdresser,"Bahnhofstraße 4, 99092 Erfurt",Erfurt,99092
Haarwerk 24,+49 361 99860652,service@haarwerk-24.de,https://www.haarwerk-24.de,Hairdresser,"Münchner Straße 7, 99087 Erfurt",Erfurt,99087
Hair Lounge City 86,+49 361 81053232,salon@hair-lounge-city-86.de,https://www.hair-lounge-city-86.de,Barber,"Münchner Straße 39, 99085 Erfurt",Erfurt,99085
Hair Lounge Mitte 69,+49 361 71705895,hair-lounge-mitte-69@gmx.de,https://www.hair-lounge-mitte-69.de,Hairdresser,"Marktplatz 149, 99091 Erfurt",Erfurt,99091
Style Studio 27,+49 361 83716049,salon@style-studio-27.de,https://www.style-studio-27.de,Barber,"Hamburger Straße 68, 99087 Erfurt",Erfurt,99087
Style Studio Erfurt,+49 361 49033875,salon@style-studio-erfurt.de,https://www.style-studio-erfurt.de,Hairdresser,"Lindenstraße 17, 99090 Erfurt",Erfurt,99090
Style Studio Zentrum 13,+49 361 73406739,termin@style-studio-zentrum-13.de,https://www.style-studio-zentrum-13.de,Barber,"Königstraße 56, 99087 Erfurt",Erfurt,99087
Style Studio Zentrum 79,+49 361 42604366,info@style-studio-zentrum-79.de,,Barber,"Hamburger Straße 82, 99086 Erfurt",Erfurt,99086
Barber 82,+49 201 51854080,info@barber-82.de,https://www.barber-82.de,Hairdresser,"Marktplatz 78, 45131 Essen",Essen,45131
Barber City,+49 201 79731288,info@barber-city.de,https://www.barber-city.de,Barber,"Goethestraße 76, 45128 Essen",Essen,45128
Barber Shop Mitte,+49 201 12148070,info@barber-shop-mitte.de,,Barber,"Kirchstraße 143, 45138 Essen",Essen,45138
Barbier City 71,+49 201 25616361,info@barbier-city-71.de,,Hairdresser,"Münchner Straße 38, 45130 Essen",Essen,45130
Beauty Salon City 28,+49 201 34936292,termin@beauty-salon-city-28.de,,Hairdresser,"Friedrichstraße 69, 45134 Essen",Essen,45134
Beauty Salon Essen,+49 201 33504578,termin@beauty-salon-essen.de,https://www.beauty-salon-essen.de,Hairdresser,"Friedrichstraße 122, 45133 Essen",Essen,45133
Coiffeur Essen,+49 201 59960174,termin@coiffeur-essen.de,,Barber,"Berliner Straße 123, 45133 Essen",Essen,45133
Coiffeur Essen 12,+49 201 50213793,salon@coiffeur-essen-12.de,https://www.coiffeur-essen-12.de,Hairdresser,"Kaiserstraße 83, 45127 Essen",Essen,45127
Coiffeur Mitte 24,+49 201 39056032,service@coiffeur-mitte-24.de,https://www.coiffeur-mitte-24.de,Barber,"Berliner Straße 117, 45131 Essen",Essen,45131
Friseursalon City 49,+49 201 60514065,kontakt@friseursalon-city-49.de,https://www.friseursalon-city-49.de,Barber,"Hauptstraße 78, 45133 Essen",Essen,45133
Frisör Essen,+49 201 91735086,service@frisr-essen.de,https://www.frisr-essen.de,Barber,"Königstraße 81, 45130 Essen",Essen,45130
Gentlemen's Cut Mitte 51,+49 201 54247323,kontakt@gentlemens-cut-mitte-51.de,https://www.gentlemens-cut-mitte-51.de,Barber,"Königstraße 104, 45127 Essen",Essen,45127
Haar Atelier City,+49 201 12337265,kontakt@haar-atelier-city.de,,Hairdresser,"Münchner Straße 8, 45138 Essen",Essen,45138
Haar Atelier Essen,+49 201 24703726,salon@haar-atelier-essen.de,https://www.haar-atelier-essen.de,Hairdresser,"Lindenstraße 104, 45131 Essen",Essen,45131
Haar Atelier Essen 13,+49 201 28219554,haar-atelier-essen-13@gmail.com,https://www.haar-atelier-essen-13.de,Hairdresser,"Friedrichstraße 143, 45128 Essen",Essen,45128
Haar Atelier Mitte,+49 201 68253989,haar-atelier-mitte@gmx.de,https://www.haar-atelier-mitte.de,Hairdresser,"Münchner Straße 31, 45128 Essen",Essen,45128
Haarsalon Essen,+49 201 98534034,haarsalon-essen@t-online.de,https://www.haarsalon-essen.de,Hairdresser,"Kölner Straße 3, 45131 Essen",Essen,45131
Haarsalon Mitte 92,+49 201 78545547,kontakt@haarsalon-mitte-92.de,https://www.haarsalon-mitte-92.de,Barber,"Kirchstraße 75, 45131 Essen",Essen,45131
Haarstudio City 99,+49 201 25500416,salon@haarstudio-city-99.de,https://www.haarstudio-city-99.de,Barber,"Friedrichstraße 97, 45128 Essen",Essen,45128
Haarwerk City 21,+49 201 59791120,info@haarwerk-city-21.de,,Hairdresser,"Goethestraße 117, 45128 Essen",Essen,45128
Haarwerk Essen,+49 201 91979477,service@haarwerk-essen.de,https://www.haarwerk-essen.de,Hairdresser,"Schillerstraße 16, 45131 Essen",Essen,45131
Hair & Beauty Essen,+49 201 40567025,service@hair--beauty-essen.de,https://www.hair--beauty-essen.de,Hairdresser,"Königstraße 128, 45127 Essen",Essen,45127
Hair & Beauty Zentrum 9,+49 201 48566161,info@hair--beauty-zentrum-9.de,https://www.hair--beauty-zentrum-9.de,Hairdresser,"Bahnhofstraße 149, 45138 Essen",Essen,45138
Hair Design Mitte,+49 201 87759685,termin@hair-design-mitte.de,https://www.hair-design-mitte.de,Hairdresser,"Münchner Straße 56, 45133 Essen",Essen,45133
Schnitt & Style Zentrum 20,+49 201 51301605,salon@schnitt--style-zentrum-20.de,https://www.schnitt--style-zentrum-20.de,Barber,"Hauptstraße 51, 45138 Essen",Essen,45138
Barber Shop City 58,+49 69 60030287,info@barber-shop-city-58.de,https://www.barber-shop-city-58.de,Barber,"Münchner Straße 148, 60314 Frankfurt am Main",Frankfurt am Main,60314
Barber Shop Frankfurt am Main,+49 69 69912517,barber-shop-frankfurt-am-main@web.de,,Barber,"Kaiserstraße 44, 60323 Frankfurt am Main",Frankfurt am Main,60323
Barbier 99,+49 69 24593482,service@barbier-99.de,https://www.barbier-99.de,Hairdresser,"Bahnhofstraße 4, 60320 Frankfurt am Main",Frankfurt am Main,60320
Coiffeur Mitte 13,+49 69 15810304,coiffeur-mitte-13@gmx.de,https://www.coiffeur-mitte-13.de,Barber,"Kaiserstraße 101, 60311 Frankfurt am Main",Frankfurt am Main,60311
Damenfriseur 76,+49 69 86990134,service@damenfriseur-76.de,https://www.damenfriseur-76.de,Hairdresser,"Hauptstraße 135, 60314 Frankfurt am Main",Frankfurt am Main,60314
Damenfriseur Frankfurt am Main,+49 69 77973128,termin@damenfriseur-frankfurt-am-main.de,https://www.damenfriseur-frankfurt-am-main.de,Hairdresser,"Königstraße 140, 60311 Frankfurt am Main",Frankfurt am Main,60311
Frisör City,+49 69 38473152,kontakt@frisr-city.de,https://www.frisr-city.de,Hairdresser,"Bahnhofstraße 87, 60311 Frankfurt am Main",Frankfurt am Main,60311
Frisör Mitte 58,+49 69 99626966,salon@frisr-mitte-58.de,https://www.frisr-mitte-58.de,Hairdresser,"Kaiserstraße 97, 60322 Frankfurt am Main",Frankfurt am Main,60322
Gentlemen's Cut,+49 69 27785987,gentlemens-cut@web.de,https://www.gentlemens-cut.de,Hairdresser,"Kirchstraße 46, 60318 Frankfurt am Main",Frankfurt am Main,60318
Gentlemen's Cut 68,+49 69 21696524,gentlemens-cut-68@t-online.de,,Hairdresser,"Lindenstraße 27, 60320 Frankfurt am Main",Frankfurt am Main,60320
Gentlemen's Cut Frankfurt am Main,+49 69 96262902,salon@gentlemens-cut-frankfurt-am-main.de,,Barber,"Kaiserstraße 21, 60313 Frankfurt am Main",Frankfurt am Main,60313
Gentlemen's Cut Mitte 30,+49 69 13113426,salon@gentlemens-cut-mitte-30.de,https://www.gentlemens-cut-mitte-30.de,Hairdresser,"Goethestraße 109, 60318 Frankfurt am Main",Frankfurt am Main,60318
Haar Atelier Frankfurt,+49 69 74098260,info@haar-atelier-frankfurt.de,,Hairdresser,"Lindenstraße 21, 60322 Frankfurt am Main",Frankfurt am Main,60322
Haarsalon Zentrum,+49 69 74704427,haarsalon-zentrum@t-online.de,https://www.haarsalon-zentrum.de,Barber,"Kaiserstraße 67, 60316 Frankfurt am Main",Frankfurt am Main,60316
Haarstudio Zentrum 25,+49 69 84581072,termin@haarstudio-zentrum-25.de,https://www.haarstudio-zentrum-25.de,Barber,"Friedrichstraße 102, 60323 Frankfurt am Main",Frankfurt am Main,60323
Hair & Beauty 1,+49 69 76657619,hair--beauty-1@outlook.de,https://www.hair--beauty-1.de,Barber,"Goethestraße 37, 60316 Frankfurt am Main",Frankfurt am Main,60316
Herrenfriseur,+49 69 42261138,salon@herrenfriseur.de,https://www.herrenfriseur.de,Hairdresser,"Bahnhofstraße 102, 60311 Frankfurt am Main",Frankfurt am Main,60311
Herrenfriseur City 25,+49 69 90354369,salon@herrenfriseur-city-25.de,https://www.herrenfriseur-city-25.de,Barber,"Hamburger Straße 120, 60318 Frankfurt am Main",Frankfurt am Main,60318
Schnitt & Style City 81,+49 69 69660657,salon@schnitt--style-city-81.de,https://www.schnitt--style-city-81.de,Hairdresser,"Kölner Straße 148, 60313 Frankfurt am Main",Frankfurt am Main,60313
Barber Mitte 87,+49 761 48227344,termin@barber-mitte-87.de,https://www.barber-mitte-87.de,Hairdresser,"Kölner Straße 73, 79098 Freiburg",Freiburg,79098
